Cluster ID,id,name,birth_year,death_year
19902,p_19833,"Schnitzler, Rosalie, geb. Klein",1000,1000
19903,p_19836,"Schoedsack, Ernest B.",1893,1979
19904,p_19838,"Schön, Lis",1000,1000
131,p_19839,"Schönaich, Franz von",1844,1916
19905,p_19840,"Schönberg, Arnold",1874,1951
19906,p_19841,"Schönberger, Benno",1862,1930
19907,p_19843,"Schönberger, Christine",1848,1927
19908,p_19844,"Schönberger, Ludwig",1864,1941
19909,p_19846,"Schönbrunn, Hugo",1877,1932
19910,p_19847,"Schönbrunn, Jenny",1887,1000
19911,p_19848,"Schöne, Hermann",1836,1902
19912,p_19850,"Schönherr, Karl",1867,1943
19913,p_19851,"Schönherr, Malwine, geb. Perlsee",1867,1956
19914,p_19852,"Schönhoff, Leopold",1853,1908
19915,p_19853,"Schönthan-Pernwald, Franz von",1849,1913
19916,p_19854,"Schönthan-Pernwald, Paul von",1853,1905
19917,p_19855,"Schoeppl, Hugo",1867,1928
19918,p_19856,"Scholander, Sven",1860,1936
19919,p_19857,"Rabinovič, Šalom",1859,1916
19920,p_19858,"Scholl, Emil",1875,1000
19921,p_19859,Scholz,1000,1000
19922,p_19860,"Scholz, Arthur Johannes",1883,1945
19923,p_19861,"Scholz, Erwin",1900,1977
19924,p_19862,"Scholz, Rudolf",1876,1954
19925,p_19863,"Scholz, Wilhelm von",1874,1969
19926,p_19864,"Scholz-Zelezný, Helene",1882,1974
19927,p_19865,"Schoner, Herr",1000,1000
19928,p_19867,"Schopf, Johanna",1881,1918
19929,p_19868,"Schosberg, Hermine",1864,1940
19930,p_19869,Schossberger,1000,1000
19931,p_19871,"Schott, Eberhard",1915,1000
19932,p_19872,"Schott, Peter",1915,1000
19933,p_19874,"Schott, Werner",1891,1965
19934,p_19875,"Schrader, Bruno",1861,1926
19935,p_19877,"Schratt, Katharina",1853,1940
19936,p_19878,"Schrattenholz, Max",1847,1000
19937,p_19879,"Schratter, Siegmund",1875,1924
19938,p_19880,"Schrauf, Johann Albrecht",1837,1897
19939,p_19881,"Schreiber, Alfred",1871,1927
19940,p_19882,"Schreiber, Joseph",1835,1908
19941,p_19885,"Schreiter, Gisela",1870,1949
19942,p_19886,"Schreker, Franz",1878,1934
138,p_19888,"Schrenck-Notzing, Albert von",1862,1929
19943,p_19890,"Schreyvogel, Josef",1768,1832
19944,p_19891,"Schreyvogl, Friedrich",1899,1976
19945,p_19892,"Schröder, Irma",1000,1000
19946,p_19893,"Schröder, Karl-Ludwig",1000,1940
19947,p_19894,"Schröder, Rudolf Alexander",1878,1962
143,p_19895,"Schrödter, Fritz",1855,1924
19948,p_19896,"Schröter, Irma",1000,1000
19949,p_19897,"Schrötter, Auguste von?",1866,1934
19950,p_19898,"Schroth, Emmy",1000,1000
19951,p_19899,"Schubart, Christian Friedrich Daniel",1739,1791
19952,p_19901,"Schubert, Emma",1876,1942
19953,p_19904,"Kirschner, Aloisia",1854,1934
19954,p_19906,"Schuch, Ernst von",1846,1914
19955,p_19908,"Schückler, Herr",1000,1000
19956,p_19909,"Schülein, Julius Wolfgang",1881,1970
19957,p_19910,"Schülein, Katharina",1916,1000
19958,p_19911,"Schülein, Suzanne, geb. Carvallo",1883,1972
19959,p_19912,"Schüler, Adolf",1000,1000
19960,p_19913,"Schüller, Ernestine, geb. Rosenthal",1880,1968
19961,p_19915,"Schüller, Richard",1870,1972
19962,p_19917,"Schünzel, Reinhold",1888,1954
19963,p_19918,"Schürer-Waldheim, Max von",1860,1942
19964,p_19919,"Schütt, Eduard",1856,1933
19965,p_19920,"Schütz, Frau",1000,1000
140,p_19921,"Schütz, Friedrich",1845,1908
19966,p_19922,"Schütz, Max",1877,1953
19967,p_19923,"Schütz, Paul",1891,1955
19968,p_19924,"Schuhmeier, Franz",1864,1913
19969,p_19925,"Schulbaur, Heinz",1884,1964
19970,p_19926,"Schuler, Herr",1000,1000
19971,p_19927,"Schulhof, Alfred",1862,1936
19972,p_19928,"Schulhof, Friedmann",1839,1911
19973,p_19929,"Schulhof, Gustav",1857,1000
19974,p_19930,"Schulhof, Hans?",1856,1928
19975,p_19931,"Schullern, Heinrich von",1865,1955
19976,p_19932,"Schultz, Alwin",1838,1909
19977,p_19934,"Schulz, Franz",1897,1971
19978,p_19935,"Schulz, Marcel",1887,1000
19979,p_19937,"Schumann, Carl Ferdinand",1853,1936
19980,p_19938,"Schumann, Elisabeth",1885,1952
19981,p_19939,"Schumann, Eva, geb. Feine",1889,1973
19982,p_19940,"Schumann, Lilliane",1000,1000
19983,p_19941,"Schumann, Olly",1000,1000
19984,p_19942,"Schumann, Robert",1810,1856
19985,p_19947,"Schuselka, Franz",1811,1886
19986,p_19948,"Schuster, Marie",1000,1000
19987,p_19949,"Schuster, Max Lincoln",1897,1970
19988,p_19950,"Schw...er, Karline",1000,1000
19989,p_19952,"Schwadron, Ernst",1896,1979
19990,p_19953,"Schwanneke, Viktor",1880,1931
19991,p_19954,"Schwartz, Herr",1000,1000
19992,p_19955,"Schwartz, Maurice",1889,1960
19993,p_19956,Schwarz,1000,1000
19994,p_19957,Schwarz,1000,1000
19995,p_19959,"Schwarz, Herr",1000,1000
19996,p_19960,"Schwarz, Herr",1000,1000
19997,p_19961,"Schwarz, Anna",1900,1000
19998,p_19963,"Schwarz, Clotilde",1858,1000
19999,p_19964,"Schwarz, Edmund Gustav",1868,1936
20000,p_19965,"Schwarz, Emil",1865,1000
20001,p_19966,"Schwarz, Ernst Leo",1904,1000
20002,p_19967,"Schwarz, Frieda",1000,1000
20003,p_19968,"Schwarz, Friedrich",1000,1000
20004,p_19969,"Schwarz, Grete",1900,1000
20005,p_19970,"Schwarz, Hanns",1889,1945
20006,p_19971,"Schwarz, Hans",1896,1000
20007,p_19972,"Schwarz, Hermine, geb. Brüll",1851,1924
20008,p_19973,"Schwarz, Irene, geb. Mandl",1872,1000
20009,p_19974,"Schwarz, Joseph",1880,1926
20010,p_19975,"Schwarz, Julius",1851,1921
20011,p_19976,"Schwarz, Karl Johannes",1874,1955
20012,p_19977,"Schwarz, Karla",1000,1000
20013,p_19978,"Schwarz, Mela",1888,1000
286,p_19981,"Schwarz, Vera",1889,1964
20014,p_19983,"Schwarzbart, Sigmund",1880,1000
20015,p_19984,"Schwarzenberg, Eugen",1838,1908
20016,p_19985,"Schwarzkopf, Emil",1851,1928
20017,p_19986,"Schwarzkopf, Gustav",1853,1939
20018,p_19987,"Schwarzkopf, Max",1857,1928
20019,p_19989,"Schwarzmann, Franz",1000,1000
20020,p_19990,"Schwarzwald, Bernhard",1880,1924
20021,p_19992,"Schwarzwald, Hermann",1871,1939
20022,p_19993,"Schw-b, Frl.",1000,1000
20023,p_19995,"Schweighofer, Julie",1000,1000
20024,p_19997,"Schweinburg, Frau",1000,1000
20025,p_19998,"Schweinburg, Erich",1890,1959
20026,p_20000,"Schwer, Hans Arnold",1865,1931
20027,p_20002,"Schwg., Leutnant",1000,1000
20028,p_20003,"Schwind, Moritz von",1804,1871
20029,p_20004,"Scribe, Eugène",1791,1861
20030,p_20005,"Sebestyén, György",1903,1989
20031,p_20007,"Sebestyén, Károly",1872,1945
20032,p_20009,"Sedlacek, Robert",1881,1957
20033,p_20010,"Sedlmayr, Alexander?",1873,1931
20034,p_20011,"Seebach, Nikolaus von",1854,1930
20035,p_20012,Seeborn,1000,1000
20036,p_20013,"Seefeld, Herr",1000,1000
20037,p_20015,"Seeland, Marianne",1894,1941
20038,p_20016,"Seelig, Carl",1894,1962
20039,p_20019,"Seemann-Treuenwart, Nolly von, geb. von Morawitz",1888,1944
20040,p_20022,"Sehring, Maja",1000,1000
20041,p_20023,"Seibel, George",1872,1958
20042,p_20024,"Seibt, Josefa, geb. Hötzl",1901,1000
20043,p_20025,"Seibt, Kurt",1878,1000
20044,p_20026,"Seiden, Rudolf",1900,1965
20045,p_20028,"Seidl, Wenzel",1842,1921
20046,p_20029,"Seidler, Alma",1899,1977
20047,p_20030,"Seidler, Gustav",1858,1933
78,p_20031,"Seidler-Feuchtenegg, Ernst von",1862,1931
20048,p_20032,"Seifert, Anna",1887,1963
20049,p_20033,"Seifert, Richard",1880,1000
20050,p_20034,"Seiler, Hermann",1876,1961
20051,p_20035,"Seiler, Otto",1873,1938
20052,p_20036,"Seilern, Herr",1000,1000
20053,p_20037,"Seilern-Aspang, Ilse von, gesch. Stegmann, geb. Olden",1880,1974
20054,p_20038,"Seipel, Ignaz",1876,1932
20055,p_20039,"Seipp, Bettina",1891,1994
20056,p_20040,"Seiter, William A.",1892,1964
20057,p_20041,"Seitz, Franz",1888,1952
20058,p_20042,"Seitz, George Brackett",1888,1944
20059,p_20043,"Seitz, Jakob Josef",1840,1000
20060,p_20045,"Seldes, Gilbert Vivian",1893,1970
20061,p_20047,"Seligmann, Karl",1879,1000
20062,p_20048,"Seligmann, Otto",1890,1966
20063,p_20049,"Seligstein, Frau",1000,1000
20064,p_20050,"Selinger, Alfred",1900,1978
20065,p_20051,"Selliers, Lola von",1000,1000
20066,p_20052,"Sellin, Lisbeth",1000,1000
20067,p_20053,"Sello, Erich",1852,1912
20068,p_20054,"Seltzer, Thomas",1875,1943
20069,p_20056,"Semon, Sir Felix",1849,1921
20070,p_20058,"Senator, Hermann",1834,1911
274,p_20059,"Senders, Ernestine",1874,1941
20071,p_20060,Senefelder,1000,1000
20072,p_20062,"[Sepek], Dr.",1000,1000
20073,p_20063,"Serao, Matilde",1856,1927
20074,p_20064,"Serda, Julie",1866,1965
20075,p_20065,"Serkin, Rudolf",1903,1991
20076,p_20066,"Servadio, Herr",1000,1000
20077,p_20067,"Servaes, Dagny",1894,1961
20078,p_20069,"Setzer, Franz Xaver",1886,1939
20079,p_20071,"Seybel, Georg von",1886,1924
20080,p_20072,"Seybel, Paul von",1846,1915
20081,p_20074,"S-g, Max",1000,1000
20082,p_20075,"Sgal, Emilie, geb. Speyer",1871,1938
20083,p_20076,"Sgal, Ludwig",1862,1931
20084,p_20077,"Shackleton, Sir Ernest Henry",1874,1922
20085,p_20078,"Shakespeare, William",1564,1616
20086,p_20079,"Shall, Theo",1894,1955
20087,p_20080,"Shaw, G. Bernard",1856,1950
20088,p_20081,"Shearer, Norma",1902,1983
20089,p_20082,"Sheldon, Edward",1886,1946
20090,p_20084,"Sherwood, Robert Emmet",1896,1955
20091,p_20085,"Shimada, Seijiro?",1899,1930
20092,p_20086,"Shott, Gladys Gertrude",1899,1954
20093,p_20087,"Shott, Vera",1898,1947
20094,p_20088,"Siebenschein, Norbert",1000,1000
20095,p_20089,"Sieber, Rudolf",1870,1943
20096,p_20090,"Siebert, Hans",1872,1953
20097,p_20092,"Siegfried, Walther",1858,1947
20098,p_20094,"Sieghart, Rudolf",1866,1934
20099,p_20095,"Sievers, Johannes",1880,1000
20100,p_20096,"Sigmund, Emilie, geb. Karger",1871,1000
20101,p_20097,"Sikora, Anna Elisabeth, geb. Zemann",1859,1947
20102,p_20098,"Sikora, Heinrich",1853,1921
20103,p_20099,"Silas, Ferdinand",1830,1906
20104,p_20100,"Silberer, Rose",1873,1942
20105,p_20102,"Silberstein, Frau",1000,1000
20106,p_20103,"Silbiger, Bertha, geb. Vogel",1875,1000
20107,p_20104,"Silbiger, Norbert",1895,1000
20108,p_20105,"Sild, Hans",1880,1937
20109,p_20107,"Silberer, Paula",1881,1942
20110,p_20109,"Silver, Marcel",1891,1000
20111,p_20111,"Sima, Oskar",1900,1969
20112,p_20112,"Simandt, Hermine",1868,1952
20113,p_20113,"Simmel, Georg",1858,1918
20114,p_20114,"Simolin-Bathory, Rudolf von",1885,1000
20115,p_20115,Simon,1000,1000
20116,p_20116,"Simon, Charles",1850,1910
20117,p_20117,"Simon, Else, geb. Reis",1888,1000
20118,p_20118,"Simon, Hans",1887,1000
20119,p_20120,"Simon, Josef",1854,1926
20120,p_20121,"Simon, Leopold",1853,1920
20121,p_20122,"Simon, Richard Leo",1899,1960
20122,p_20123,"Simons, Rainer",1869,1934
20123,p_20124,"Simonson, Lee",1888,1967
275,p_20126,"Sinayeff Bernstein, Leopold S.",1868,1944
20124,p_20127,"Sinclair, Teddy",1899,1938
20125,p_20128,"Sinding, Stephan Abel",1846,1922
20126,p_20129,"Singer, Adolf Georg",1883,1000
20127,p_20131,"Singer, Elise von, geb. Bach",1857,1000
20128,p_20132,"Singer, Ferdinand von",1000,1000
20129,p_20133,"Singer, Fritz",1841,1910
20130,p_20134,"Singer, Gustav",1867,1944
20131,p_20135,"Singer, Isidor",1857,1927
20132,p_20137,"Singer, Maximilian",1857,1000
20133,p_20139,"Singer, Robert",1890,1000
20134,p_20140,"Singer, Walter",1883,1956
297,p_20141,"Singer, Wilhelm",1847,1917
20135,p_20142,"Siodmak, Robert",1900,1973
20136,p_20147,"Sizzo-Noris, Gustav von",1873,1943
20137,p_20148,"Sizzo-Noris, Helene Caroline von, geb. von Traeger-Rhonhof",1883,1934
20138,p_20149,"Sjögren, Johann Gustav Emil",1853,1918
20139,p_20150,"Sjöström, Victor",1879,1960
20140,p_20154,"Skowronnek, Richard",1862,1932
20141,p_20155,"Skrein, Margarethe Emilie",1894,1000
20142,p_20157,"Skriabin, Alexander N.",1872,1915
20143,p_20158,"Skuhra, Alexander",1876,1966
20144,p_20159,"Skuhra, Ferdinand",1000,1000
20145,p_20160,"Skutecky, Maria",1885,1000
20146,p_20161,"Sladek, Maximilian",1875,1925
20147,p_20162,"Slanar, Gustav",1861,1944
20148,p_20163,"Slaviansky, Nadina",1000,1000
20149,p_20164,"Slevogt, Max",1868,1932
20150,p_20165,"Slezak, Leo",1873,1946
20151,p_20166,"Slezak, Walter",1902,1983
20152,p_20167,"Sliwinski, Adolf",1858,1916
20153,p_20168,"Sloman, Edward",1883,1972
20154,p_20169,"Smaréglia, Antonio",1854,1929
20155,p_20171,"Smetana, Camillo",1000,1000
20156,p_20172,"Smetana, Friedrich",1824,1884
20157,p_20173,"Smith, Ejnar Wilhelm",1878,1928
20158,p_20174,"Smyser, Helga, geb. Kund",1896,1972
20159,p_20176,"Smyth, Ethel Mary",1858,1944
20160,p_20177,"Snegoff, Leonid",1883,1974
20161,p_20178,"Snowden, Philip",1864,1937
20162,p_20179,"Sobernheim, Curt Joseph?",1871,1940
20163,p_20180,"Sobernheim, Georg",1865,1000
20164,p_20181,"Sobolewsky, W.",1000,1913
20165,p_20183,"Söderhjelm, Jarl Werner",1859,1931
20166,p_20184,"Soesman, Philippus Josephus",1870,1944
20167,p_20188,"Sokolowsky, Leo",1867,1000
20168,p_20189,"Soldat-Röger, Marie",1863,1955
20169,p_20191,"Soltau, Clara",1000,1000
20170,p_20192,"Sombart, Werner",1863,1941
20171,p_20193,"Somer, Marem",1884,1000
20172,p_20194,"Sommer, Helene",1000,1000
20173,p_20197,"Somoff, Constantin A.",1869,1939
20174,p_20201,"Sonnenfeld, Kurt",1893,1938
20175,p_20202,"Sonnenschein, Hugo",1890,1953
7,p_20204,"Sonnenthal, Adolf von",1834,1909
20176,p_20206,"Sonnenthal, Helene von",1893,1953
168,p_20207,"Sonnenthal, Hermine von",1863,1922
20177,p_20208,"Sonnenthal, Paul von",1869,1933
20178,p_20211,"Soot, Fritz",1878,1965
20179,p_20213,Sophie,1000,1000
20180,p_20214,Sophie Dorothea,1666,1726
20181,p_20215,Sophokles,1000,1000
20182,p_20216,"Sor, Arpad",1873,1000
20183,p_20217,"Soret, Frédéric Jacques",1795,1865
20184,p_20218,"Sorkin, Mark",1000,1000
20185,p_20219,"Sorma, Agnes",1865,1927
20186,p_20220,"Sosnosky, Theodor von",1866,1943
20187,p_20221,"Soudek, Melanie, geb. Freistadt",1868,1951
20188,p_20222,"Soulié, Maurice",1000,1000
20189,p_20223,"Sousa, John Philipp",1854,1932
20190,p_20224,"Soyka, Otto",1881,1955
20191,p_20225,"Sp., Baronin",1000,1000
20192,p_20226,"Sp., Frau",1000,1000
20193,p_20228,"Spachner, Leopold",1000,1000
20194,p_20230,"Spatz, Dr.",1000,1000
20195,p_20231,"Spear, Thelma",1902,1968
20196,p_20232,"Specht, Anna",1874,1927
20197,p_20233,"Specht, Artur",1875,1000
20198,p_20235,"Specht, Ladislaus",1834,1905
20199,p_20239,"Specht, Wanda, geb. Halban",1894,1986
41,p_20240,"Speidel, Albert von",1858,1912
20200,p_20241,"Speidel, Else",1897,1940
20201,p_20242,"Speidel, Felix",1875,1000
20202,p_20243,"Speidel, Ludwig",1830,1906
20203,p_20244,"Speier, Oskar",1860,1943
20204,p_20246,"Spengler, Oswald",1880,1936
20205,p_20247,"Speyer, Albert",1836,1905
20206,p_20249,"Speyer, Hermann",1870,1912
20207,p_20251,"Speyer, Nanette, geb. Wallach",1846,1925
20208,p_20252,"Speyer, Wilhelm",1887,1952
20209,p_20256,"Spiegl-Thurnsee, Edgar von",1839,1908
20210,p_20258,"Spiegler, Hedwig, geb. Pollaczek",1874,1000
20211,p_20259,"Spielberger, Alice, geb. Fröhlich",1886,1000
20212,p_20260,"Spielhagen, Friedrich",1829,1911
20213,p_20261,"Spielmann, Melanie",1885,1928
20214,p_20262,"Spielter, Carl Johann",1851,1922
20215,p_20263,"Spier, Franklin",1896,1973
20216,p_20264,"Spigl, Anton",1877,1946
20217,p_20265,"Spinoza, Baruch de",1632,1677
20218,p_20266,"Spira, Frau",1000,1000
20219,p_20267,"Spira, Camilla",1906,1997
20220,p_20268,"Spira, Helene",1898,1975
20221,p_20270,"Spiro, Samuel",1000,1000
20222,p_20271,"Spittel, Frans Jan",1900,1000
20223,p_20272,"Spitteler, Carl",1845,1924
20224,p_20273,"Spitz, Herr",1000,1000
20225,p_20275,"Spitzer, Alfred",1861,1923
20226,p_20276,"Spitzer, Daniel",1835,1893
20227,p_20278,"Spitzer, Gustav",1823,1909
20228,p_20279,"Spitzer, Heinrich",1843,1917
20229,p_20280,"Spitzer, Jacques",1889,1000
20230,p_20281,"Spitzer, Robert",1000,1000
20231,p_20284,"Spitzer, Wilhelm",1866,1927
20232,p_20285,"Spitzer, Wilhelm",1848,1919
20233,p_20286,"Spitzmüller-Harmersbach, Alexander von",1862,1953
20234,p_20290,"Spoliansky, Mischa",1898,1985
337,p_20292,"Springer, Adolf",1840,1896
20235,p_20293,"Springer, Anna",1000,1000
20236,p_20294,"Springer, Ella",1872,1000
20237,p_20295,"Springer, Gisela",1874,1000
20238,p_20296,"Springer, Rosa",1866,1000
20239,p_20297,"Sprinz, Josef",1852,1909
20240,p_20298,"Spunda, Franz",1890,1963
94,p_20299,"Srbik, Heinrich von",1878,1951
20241,p_20300,"Ssanin, Alexander",1869,1956
20242,p_20302,St.,1000,1000
20243,p_20305,"St., Aur.",1000,1000
20244,p_20308,"St., Minna",1000,1000
20245,p_20309,"[St.], Rose",1000,1000
20246,p_20310,"St. Clair, Malcolm",1897,1952
25,p_20311,"Staackmann, Alfred",1873,1941
20247,p_20312,"Staal, Paul",1000,1000
20248,p_20313,"Stackelberg, Josephine von",1882,1963
20249,p_20314,"Stadler, Arthur",1892,1937
20250,p_20315,"Stägemann, Eugen",1845,1899
20251,p_20316,"Stärk, Ludwig",1874,1930
20252,p_20317,"Stätter, Anna, geb. Galimberti",1857,1928
20253,p_20318,"Stahl, Ernst Leopold",1882,1949
20254,p_20319,"Stahl, Henriette",1858,1914
20255,p_20320,"Stahl, John M.",1886,1950
20256,p_20321,"Stahl, Ludwig?",1856,1908
20257,p_20324,"Standthartner, Josef",1818,1892
20258,p_20325,"Stanger, Rudolf",1887,1935
276,p_20326,"Stanislawski, Konstantin S.",1863,1938
20259,p_20327,"Stanlaws, Penrhyn",1877,1957
20260,p_20328,"Stanley, Sir Henry Morton",1841,1904
20261,p_20329,"Stapel, Wilhelm",1882,1954
20262,p_20330,"Staps, Friedrich Gottlieb",1792,1809
20263,p_20331,"Stark, Paul",1880,1963
20264,p_20333,"Stauber, Edmund?",1866,1942
20265,p_20335,"Stauber, Stefan",1880,1924
250,p_20337,"Stauf von der March, Ottokar",1868,1941
20266,p_20339,"Stefan, Paul",1879,1943
20267,p_20340,"Stefenelli, Alois Dominik von",1895,1968
20268,p_20342,"Steger, Heinrich",1854,1929
20269,p_20343,"Stehr, Hermann",1864,1940
20270,p_20344,"Steidl, Karl August",1868,1955
20271,p_20345,"Steif, Max",1881,1000
20272,p_20346,Stein,1000,1000
20273,p_20348,"Stein, Bertha",1860,1000
20274,p_20350,"Stein, Erwin",1885,1958
20275,p_20352,"Stein, Ludwig",1864,1941
20276,p_20353,"Stein, Ludwig",1859,1930
20277,p_20354,"Stein, Paul Ludwig",1892,1951
20278,p_20355,"Stein, Philipp",1853,1909
20279,p_20356,"Stein, Robert",1899,1970
20280,p_20357,"Stein, Walter Johannes",1891,1957
119,p_20358,"Steinach, Eugen",1862,1944
20281,p_20359,"Steinar, Theodor",1847,1919
20282,p_20360,"Steinbach, Josef",1851,1000
20283,p_20361,"Steinbauer, Franz",1877,1939
20284,p_20362,"Steinberg, Salomon David",1889,1965
20285,p_20363,"Steinbichl, Rambald von",1902,1000
20286,p_20364,"Steindl, Frau",1000,1000
20287,p_20366,"Steiner, Dr.",1000,1000
20288,p_20367,"Steiner, Dr.",1000,1000
20289,p_20370,"Steiner, Béla",1860,1000
20290,p_20371,"Steiner, Clara",1000,1000
20291,p_20372,"Steiner, Franz",1873,1954
20292,p_20374,"Steiner, Margit, geb. Gold",1877,1000
20293,p_20375,"Steiner, Rudolf",1877,1958
20294,p_20377,"Steinert, Adolf",1864,1913
20295,p_20379,"Steinhoff, Hans",1882,1945
20296,p_20380,"Steininger, Emil",1866,1943
20297,p_20381,"Steinitz, Hugo",1853,1909
20298,p_20382,"Steinitzer, Alfred",1862,1938
20299,p_20384,"Steinrück, Barbara",1922,1000
20300,p_20385,"Steinrück, Elisabeth, geb. Sohn-Rethel",1897,1993
20301,p_20386,"Steinrück, Elisabeth, geb. Gussmann",1885,1920
20302,p_20387,"Steinrück, Heinz Wladimir",1884,1935
20303,p_20388,"Steinrück, Ursula",1924,1000
20304,p_20389,"Steinsieck, Annemarie",1889,1977
20305,p_20393,"Stellwag-Carion, Karl von",1823,1904
20306,p_20394,"Stelzer, Caroline",1000,1000
20307,p_20395,"Stelzer, Franz",1841,1913
20308,p_20396,"Sten, Anna",1908,1993
20309,p_20397,"Beyle, Henri",1783,1842
20310,p_20398,"Stengel, Herr",1000,1000
20311,p_20400,"Stengel, Karl",1893,1944
20312,p_20401,"Stephanie, Prinzessin",1864,1945
20313,p_20402,"Stern, Frau",1000,1000
20314,p_20403,"Stern, Herr",1000,1000
20315,p_20404,"Stern, Alfred",1846,1936
20316,p_20405,"Stern, Arthur",1874,1942
20317,p_20407,"Stern, Eduard",1861,1917
338,p_20408,"Stern, Ernst",1876,1954
20318,p_20409,"Stern, Evžen",1889,1000
20319,p_20410,"Stern, Felix",1855,1933
20320,p_20414,"Stern, Hugo",1875,1941
20321,p_20416,"Stern, Julius",1858,1911
20322,p_20417,"Stern, Karl Wilhelm",1873,1000
20323,p_20418,"Stern, Kathi",1895,1966
20324,p_20419,"Stern, Theodor",1000,1000
20325,p_20420,"Sternau, Moritz",1000,1000
20326,p_20422,"Sternberg, Joseph von",1894,1969
185,p_20423,"Sternberg, Julian",1868,1000
20327,p_20424,"Sternberg, Maximilian",1867,1934
244,p_20425,"Sternberg, Moriz?",1874,1938
20328,p_20426,"Sterneder, Hans",1889,1981
20329,p_20428,"Sternlicht, Helene, geb. Schulz",1826,1909
20330,p_20429,"Stettenheim, Julius",1831,1916
20331,p_20430,"Steuermann, Eduard",1892,1964
20332,p_20431,"Stiasny, Marie",1888,1958
20333,p_20432,"Stiassny, Herr",1000,1000
20334,p_20433,"Stiassny, Sigmund",1873,1941
20335,p_20434,"Stibbe, Eugen",1868,1945
20336,p_20435,"Stiegler, Karl",1876,1932
20337,p_20436,"Stieler, Kurt",1877,1963
20338,p_20437,"Stifter, Adalbert",1805,1868
20339,p_20438,"Stignitz, Alfred",1872,1000
20340,p_20439,"Stilgebauer, Edward",1868,1936
20341,p_20440,"Stiller, Mauritz",1883,1928
20342,p_20441,"Stimmer, Tobias",1539,1584
20343,p_20442,"Stock, Herr",1000,1000
20344,p_20443,"Stocker, Paula",1871,1933
278,p_20444,"Stockert-Meynert, Dora von",1870,1949
20345,p_20445,"Stockmann, Alois",1872,1950
20346,p_20446,"Stöckel, Moses",1887,1000
20347,p_20447,"Stöhr, Frau",1000,1000
20348,p_20448,"Stöhr, Ernst",1860,1917
20349,p_20449,"Stoerk, Oscar",1870,1926
20350,p_20450,"Stoerk, Walter",1874,1938
20351,p_20451,"Stoessel, Hiero",1862,1925
20352,p_20453,"Stoessl, Otto",1875,1936
20353,p_20454,"Stössler, Frl.",1000,1000
20354,p_20455,"Stössler, Eugène",1876,1000
20355,p_20457,"Stolberg-Wernigerode, Friedrich Wilhelm von",1870,1931
20356,p_20460,"Scholz, Maria, geb. Stonawski",1861,1944
20357,p_20463,"Storm, Theodor",1817,1888
20358,p_20464,Str.,1000,1000
20359,p_20465,"Strachey, Giles Lytton",1880,1932
20360,p_20466,"Strafella, Franz Georg",1891,1968
16,p_20467,"Strakosch, Alexander",1846,1909
20361,p_20468,"Strakosch, G. L.",1000,1000
20362,p_20469,"Strakosch-Feldringen, Siegfried von",1867,1933
20363,p_20470,"Strakosch-Feldringen, Wally von, geb. Duschnitz",1884,1970
20364,p_20472,"Stranzinger, Anton",1884,1966
20365,p_20473,"Strassberg, Max?",1886,1000
20366,p_20475,"Strasser, Alois",1867,1945
20367,p_20476,"Strasser, Ernst",1868,1942
20368,p_20477,"Strasser, Georg",1888,1916
20369,p_20478,"Strasser, Mathilde?",1000,1000
20370,p_20479,"Strasser, Ulrich",1894,1966
20371,p_20480,"Strasser-Sánczi, Alfred von",1854,1937
20372,p_20481,"Strassmann, Herr",1000,1000
20373,p_20482,"Strassni, Fritz",1868,1942
20374,p_20483,"Stratz, Rudolph",1864,1936
20375,p_20486,[Straus],1000,1000
20376,p_20488,"Straus, Erwin",1910,1966
20377,p_20489,"Straus, Nathan",1848,1931
20378,p_20490,"Straus, Oscar",1870,1954
20379,p_20492,Strauss,1000,1000
20380,p_20493,Strauss,1000,1000
20381,p_20494,"Strauss, Herr",1000,1000
20382,p_20496,"Strauss, Alice",1875,1945
20383,p_20497,"Strauss, Anna, geb. Wolf",1887,1971
308,p_20498,"Strauss, David Friedrich",1808,1874
20384,p_20499,"Strauss, Edith",1908,1987
20385,p_20500,"Strauss, Emil",1884,1000
20386,p_20501,"Strauss, Emil",1866,1960
20387,p_20502,"Strauss, Franz",1897,1980
20388,p_20503,"Strauss, Gerda",1907,1989
20389,p_20504,"Strauss, Jean",1000,1000
20390,p_20506,"Strauss, Johann (Vater)",1804,1849
20391,p_20507,"Strauss, Ludwig",1869,1929
20392,p_20508,"Strauss, Pauline, geb. de Ahna",1862,1950
20393,p_20509,"Strauss, Richard",1864,1949
20394,p_20510,"Strauss, Rudolf",1874,1943
20395,p_20511,"Strauss, Walter",1902,1991
20396,p_20512,"Strawinsky, Igor F.",1882,1971
20397,p_20513,"Strayer, Frank R.",1891,1964
20398,p_20517,"Strecker, Willy",1884,1958
20399,p_20518,"Streicher, Gustav",1873,1915
20400,p_20519,"Streicher, Theodor",1874,1940
20401,p_20520,"Streitmann, Carl",1853,1937
20402,p_20522,"Strial, Alexander",1874,1957
20403,p_20523,"Strial, Anna, geb. Sikora",1880,1981
20404,p_20524,"Strial, Elisabeth",1909,1984
20405,p_20525,"Strial, Valerie, geb. Steffan",1883,1000
20406,p_20526,"Striberny, Moriz",1867,1920
20407,p_20528,"Stricker, Robert",1879,1942
20408,p_20529,"Stricker, Salomon",1834,1898
20409,p_20530,"Strindberg, August",1849,1912
20410,p_20532,"Stringa, Alberto",1880,1931
